EOI_Code,Municipality,same_as_wikidata_municipality,Station_Name,Pollutant_Code,Pollutant_Name,same_as_wikidata_pollutant_name,Units,Station_Type,Station_Environment,same_as_wikidata_station_environment,INE_Code,Year,Month,Day,Date,Values,Altitude,Latitude,Longitude,Georeference
8307006,Vilanova i la Geltrú,https://wikidata.org/entity/Q15553,Ajuntament,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,urban area,https://wikidata.org/entity/Q702492,8307,2021,1,25,2021-01-25T00:00:00Z,0.11,14,41.22399823,1.72628975,POINT (1.72628975 41.22399823)
8282001,Tiana,https://wikidata.org/entity/Q12026,Ajuntament,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,periphery,https://wikidata.org/entity/Q10950926,8282,2021,2,01,2021-01-02T00:00:00Z,0.15,111,41.48150265,2.26915007,POINT (2.26915007 41.48150265)
8282001,Tiana,https://wikidata.org/entity/Q12026,Ajuntament,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,periphery,https://wikidata.org/entity/Q10950926,8282,2021,2,11,2021-11-02T00:00:00Z,0.13,111,41.48150265,2.26915007,POINT (2.26915007 41.48150265)
8282001,Tiana,https://wikidata.org/entity/Q12026,Ajuntament,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,periphery,https://wikidata.org/entity/Q10950926,8282,2021,2,26,2021-02-26T00:00:00Z,0.13,111,41.48150265,2.26915007,POINT (2.26915007 41.48150265)
25051001,Bellver de Cerdanya,https://wikidata.org/entity/Q13732,CEIP Mare de Déu de Talló,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Background,rural area,https://wikidata.org/entity/Q175185,25051,2021,2,05,2021-05-02T00:00:00Z,0.55,1060,42.36829808,1.77680973,POINT (1.77680973 42.36829808)
25051001,Bellver de Cerdanya,https://wikidata.org/entity/Q13732,CEIP Mare de Déu de Talló,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Background,rural area,https://wikidata.org/entity/Q175185,25051,2021,2,11,2021-11-02T00:00:00Z,1.03,1060,42.36829808,1.77680973,POINT (1.77680973 42.36829808)
25051001,Bellver de Cerdanya,https://wikidata.org/entity/Q13732,CEIP Mare de Déu de Talló,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Background,rural area,https://wikidata.org/entity/Q175185,25051,2021,2,17,2021-02-17T00:00:00Z,0.87,1060,42.36829808,1.77680973,POINT (1.77680973 42.36829808)
25051001,Bellver de Cerdanya,https://wikidata.org/entity/Q13732,CEIP Mare de Déu de Talló,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Background,rural area,https://wikidata.org/entity/Q175185,25051,2021,2,25,2021-02-25T00:00:00Z,1.1,1060,42.36829808,1.77680973,POINT (1.77680973 42.36829808)
43044003,La Sénia,https://wikidata.org/entity/Q704847,Repetidor,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,rural area,https://wikidata.org/entity/Q175185,43044,2021,1,01,2021-01-01T00:00:00Z,0.11,428,40.64300184,0.28844013,POINT (0.28844013 40.64300184)
43044003,La Sénia,https://wikidata.org/entity/Q704847,Repetidor,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,rural area,https://wikidata.org/entity/Q175185,43044,2021,1,05,2021-05-01T00:00:00Z,0.12,428,40.64300184,0.28844013,POINT (0.28844013 40.64300184)
43044003,La Sénia,https://wikidata.org/entity/Q704847,Repetidor,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,rural area,https://wikidata.org/entity/Q175185,43044,2021,1,13,2021-01-13T00:00:00Z,0.12,428,40.64300184,0.28844013,POINT (0.28844013 40.64300184)
43044003,La Sénia,https://wikidata.org/entity/Q704847,Repetidor,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,rural area,https://wikidata.org/entity/Q175185,43044,2021,1,21,2021-01-21T00:00:00Z,0.11,428,40.64300184,0.28844013,POINT (0.28844013 40.64300184)
43044003,La Sénia,https://wikidata.org/entity/Q704847,Repetidor,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,rural area,https://wikidata.org/entity/Q175185,43044,2021,1,25,2021-01-25T00:00:00Z,0.11,428,40.64300184,0.28844013,POINT (0.28844013 40.64300184)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,01,2021-01-02T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,03,2021-03-02T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,07,2021-07-02T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,09,2021-09-02T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,11,2021-11-02T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,14,2021-02-14T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,16,2021-02-16T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,18,2021-02-18T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,21,2021-02-21T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,23,2021-02-23T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,25,2021-02-25T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
8019044,Barcelona,https://wikidata.org/entity/Q1492,Gràcia - Sant Gervasi,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,urban area,https://wikidata.org/entity/Q702492,8019,2021,2,28,2021-02-28T00:00:00Z,0.4,57,41.39869879,2.15346989,POINT (2.15346989 41.39869879)
43148022,Tarragona,https://wikidata.org/entity/Q15088,Universitat Laboral,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,periphery,https://wikidata.org/entity/Q10950926,43148,2021,2,02,2021-02-02T00:00:00Z,3.17,5,41.10360261,1.20076026,POINT (1.20076026 41.10360261)
43148022,Tarragona,https://wikidata.org/entity/Q15088,Universitat Laboral,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,periphery,https://wikidata.org/entity/Q10950926,43148,2021,2,05,2021-05-02T00:00:00Z,0.96,5,41.10360261,1.20076026,POINT (1.20076026 41.10360261)
43148022,Tarragona,https://wikidata.org/entity/Q15088,Universitat Laboral,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,periphery,https://wikidata.org/entity/Q10950926,43148,2021,2,10,2021-10-02T00:00:00Z,0.99,5,41.10360261,1.20076026,POINT (1.20076026 41.10360261)
43148022,Tarragona,https://wikidata.org/entity/Q15088,Universitat Laboral,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,periphery,https://wikidata.org/entity/Q10950926,43148,2021,2,16,2021-02-16T00:00:00Z,0.76,5,41.10360261,1.20076026,POINT (1.20076026 41.10360261)
43148022,Tarragona,https://wikidata.org/entity/Q15088,Universitat Laboral,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,periphery,https://wikidata.org/entity/Q10950926,43148,2021,2,22,2021-02-22T00:00:00Z,1.36,5,41.10360261,1.20076026,POINT (1.20076026 41.10360261)
43148022,Tarragona,https://wikidata.org/entity/Q15088,Universitat Laboral,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,periphery,https://wikidata.org/entity/Q10950926,43148,2021,2,26,2021-02-26T00:00:00Z,1.39,5,41.10360261,1.20076026,POINT (1.20076026 41.10360261)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,01,2021-01-02T00:00:00Z,0.68,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,03,2021-03-02T00:00:00Z,0.05,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,05,2021-05-02T00:00:00Z,1.69,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,09,2021-09-02T00:00:00Z,1.07,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,11,2021-11-02T00:00:00Z,1.69,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,14,2021-02-14T00:00:00Z,2.24,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,15,2021-02-15T00:00:00Z,1.2,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,16,2021-02-16T00:00:00Z,0.24,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,17,2021-02-17T00:00:00Z,0.83,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,22,2021-02-22T00:00:00Z,0.73,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,25,2021-02-25T00:00:00Z,0.65,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
43095999,El Morell,https://wikidata.org/entity/Q545317,Deixalleria municipal,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Industrial,rural area,https://wikidata.org/entity/Q175185,43095,2021,2,28,2021-02-28T00:00:00Z,1.05,87,41.19069793,1.21352977,POINT (1.21352977 41.19069793)
8054001,Castellbisbal,https://wikidata.org/entity/Q13921,CEIP Mare de Déu de Montserrat,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,periphery,https://wikidata.org/entity/Q10950926,8054,2021,2,04,2021-04-02T00:00:00Z,0.2,130,41.47330363,1.98200998,POINT (1.98200998 41.47330363)
8054001,Castellbisbal,https://wikidata.org/entity/Q13921,CEIP Mare de Déu de Montserrat,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,periphery,https://wikidata.org/entity/Q10950926,8054,2021,2,08,2021-08-02T00:00:00Z,0.11,130,41.47330363,1.98200998,POINT (1.98200998 41.47330363)
8054001,Castellbisbal,https://wikidata.org/entity/Q13921,CEIP Mare de Déu de Montserrat,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,periphery,https://wikidata.org/entity/Q10950926,8054,2021,2,16,2021-02-16T00:00:00Z,0.11,130,41.47330363,1.98200998,POINT (1.98200998 41.47330363)
8054001,Castellbisbal,https://wikidata.org/entity/Q13921,CEIP Mare de Déu de Montserrat,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,periphery,https://wikidata.org/entity/Q10950926,8054,2021,2,24,2021-02-24T00:00:00Z,0.11,130,41.47330363,1.98200998,POINT (1.98200998 41.47330363)
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021,1,04,2021-04-01T00:00:00Z,0.31,40,41.45070044,1.9750199,POINT (1.9750199 41.45070044)
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021,1,08,2021-08-01T00:00:00Z,0.4,40,41.45070044,1.9750199,POINT (1.9750199 41.45070044)
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021,1,11,2021-11-01T00:00:00Z,0.46,40,41.45070044,1.9750199,POINT (1.9750199 41.45070044)
