EOI_Code,Municipality,same_as_wikidata_municipality,Station_Name,Pollutant_Code,Pollutant_Name,same_as_wikidata_pollutant_name,Units,Station_Type,Station_Environment,same_as_wikidata_station_environment,INE_Code,Date,Values,Latitude,Longitude
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-04-01,0.31,41.45070044,1.9750199
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-08-01,0.4,41.45070044,1.9750199
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-11-01,0.46,41.45070044,1.9750199
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-12-01,0.38,41.45070044,1.9750199
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-01-13,0.31,41.45070044,1.9750199
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-01-14,0.22,41.45070044,1.9750199
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-01-18,0.31,41.45070044,1.9750199
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-01-19,0.21,41.45070044,1.9750199
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-01-20,0.14,41.45070044,1.9750199
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-01-25,0.13,41.45070044,1.9750199
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-01-26,0.15,41.45070044,1.9750199
8196001,Sant Andreu de la Barca,https://wikidata.org/entity/Q15634,CEIP Josep Pla,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8196,2021-01-27,0.17,41.45070044,1.9750199
8121013,Mataró,https://wikidata.org/entity/Q11492,Passeig dels Molins,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Background,urban_area,https://wikidata.org/entity/Q702492,8121,2021-10-01,0.5,41.54710059,2.44325017
8121013,Mataró,https://wikidata.org/entity/Q11492,Passeig dels Molins,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Background,urban_area,https://wikidata.org/entity/Q702492,8121,2021-01-13,0.5,41.54710059,2.44325017
8121013,Mataró,https://wikidata.org/entity/Q11492,Passeig dels Molins,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Background,urban_area,https://wikidata.org/entity/Q702492,8121,2021-01-19,0.5,41.54710059,2.44325017
8121013,Mataró,https://wikidata.org/entity/Q11492,Passeig dels Molins,30,benzene,https://wikidata.org/entity/Q2270,µg/m3,Background,urban_area,https://wikidata.org/entity/Q702492,8121,2021-01-28,0.57,41.54710059,2.44325017
8113002,Manresa,https://wikidata.org/entity/Q16697,CEIP La Font,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8113,2021-05-01,0.12,41.72769689,1.83852989
8113002,Manresa,https://wikidata.org/entity/Q16697,CEIP La Font,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8113,2021-12-01,0.18,41.72769689,1.83852989
8113002,Manresa,https://wikidata.org/entity/Q16697,CEIP La Font,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8113,2021-01-20,0.11,41.72769689,1.83852989
8113002,Manresa,https://wikidata.org/entity/Q16697,CEIP La Font,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Traffic,periphery,https://wikidata.org/entity/Q10950926,8113,2021-01-30,0.13,41.72769689,1.83852989
17022002,La Bisbal d'Empordà,https://wikidata.org/entity/Q13460,Ajuntament,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,periphery,https://wikidata.org/entity/Q10950926,17022,2021-05-02,0.38,41.95929789,3.03742001
17022002,La Bisbal d'Empordà,https://wikidata.org/entity/Q13460,Ajuntament,28,cadmium,https://wikidata.org/entity/Q1091,ng/m3,Background,periphery,https://wikidata.org/entity/Q10950926,17022,2021-11-02,0.18,41.95929789,3.03742001
